gene,CRISPRn phenotype
SPEF2 ,0.028310083
SPEG ,-0.062539046
SPEM1 ,-0.116469241
SPEM2 ,0.186308032
SPEN ,-0.002484067
SPESP1 ,0.037976939
SPG11 ,-0.166103473
SPG21 ,-0.120469719
SPG7 ,0.085077151
SPHK1 ,0.045110327
SPHK2 ,-0.136191463
SPHKAP ,0.108551917
SPI1 ,0.081188596
SPIB ,-0.095378368
SPIC ,-0.158844766
SPICE1 ,-0.159888407
SPIDR ,-0.097492471
SPIN1 ,0.160660716
SPIN3 ,0.031374955
SPIN4 ,0.080050055
SPINDOC ,-0.022729571
SPINK1 ,-0.050051515
SPINK13 ,-0.005564322
SPINK14 ,-0.203970158
SPINK2 ,0.117405967
SPINK4 ,0.02240346
SPINK5 ,0.094661032
SPINK6 ,0.09312723
SPINK7 ,-0.091314308
SPINK8 ,-0.165115937
SPINK9 ,0.008862784
SPINT1 ,-0.679471256
SPINT2 ,-0.040358797
SPINT3 ,-0.044711057
SPINT4 ,-0.123932294
SPIRE1 ,0.060680525
SPIRE2 ,-0.139915508
SPN ,-0.220078989
SPNS1 ,-0.114321243
SPNS2 ,0.004434367
SPNS3 ,-0.070269885
SPO11 ,-0.026873739
SPOCD1 ,-0.141110653
SPOCK1 ,0.08688313
SPOCK2 ,0.06915961
SPOCK3 ,-0.02104427
SPON2 ,0.079111782
SPOP ,-0.101735722
SPOPL ,-0.016519358
SPOUT1 ,-1.49645575
SPP1 ,-0.214793359
SPP2 ,0.220513384
SPPL2A ,-0.076495558
SPPL2C ,-0.050581283
SPPL3 ,-0.116926916
SPR ,0.072012611
SPRED1 ,-0.004168244
SPRED2 ,-0.05439092
SPRED3 ,0.040811343
SPRING1 ,0.006527177
SPRN ,-0.098575442
SPRR1A ,0.106207764
SPRR1B ,-0.053164865
SPRR2G ,-0.358521085
SPRR3 ,0.292170716
SPRR4 ,0.090451377
SPRTN ,-0.682780211
SPRY1 ,0.003009736
SPRY2 ,0.076362949
SPRY3 ,0.080246632
SPRY4 ,-0.029283207
SPRYD3 ,-0.135595478
SPRYD4 ,-0.27453288
SPRYD7 ,0.195690785
SPSB1 ,-0.09442162
SPSB2 ,0.020145652
SPSB3 ,0.073900022
SPSB4 ,-0.171277356
SPTA1 ,-0.135700309
SPTAN1 ,-0.134626545
SPTB ,-0.082500623
SPTBN1 ,-0.018318169
SPTBN2 ,0.17467891
SPTBN4 ,-0.201130876
SPTBN5 ,-0.29207225
SPTLC1 ,-0.694497311
SPTLC2 ,0.045076907
SPTLC3 ,-0.009890261
SPTSSA ,-0.218648006
SPTSSB ,-0.012340521
SPTY2D1 ,0.02651243
SPX ,0.042641895
SPZ1 ,-0.057422837
SQLE ,0.083423003
SQOR ,-0.122740156
SQSTM1 ,0.079354782
SRA1 ,-0.065451815
SRARP ,-0.015048803
SRBD1 ,-1.25512129
SRC ,-0.163339524
SRCAP ,-1.060355092
SRCIN1 ,-0.129542169
SRD5A1 ,0.027937403
SRD5A3 ,-0.118376573
SREBF1 ,-0.818319116
SREBF2 ,-0.035875882
SREK1 ,-0.318806536
SREK1IP1 ,-0.356412705
SRF ,-0.553080918
SRFBP1 ,-0.610883834
SRGAP1 ,-0.061752279
SRGAP3 ,-0.01952868
SRGN ,-0.31734465
SRI ,-0.365045296
SRL ,0.19698256
SRM ,-0.139270216
SRMS ,0.070683759
SRP14 ,-0.70299818
SRP19 ,-0.962439571
SRP54 ,-2.176011522
SRP68 ,-0.972771517
SRP72 ,-0.759107039
SRP9 ,-1.622196553
SRPK1 ,-0.231631879
SRPK2 ,-0.150069837
SRPK3 ,-0.000526566
SRPRA ,-0.193757814
SRPRB ,-0.475330896
SRPX ,-0.014244811
SRPX2 ,-0.14122934
SRR ,0.028862304
SRRD ,-0.177875873
SRRM1 ,-1.099201654
SRRM2 ,-0.023299594
SRRM4 ,0.017063347
SRRM5 ,0.086751542
SRRT ,-1.043496108
SRSF1 ,-1.944057732
SRSF10 ,-1.44878266
SRSF11 ,-1.117566509
SRSF12 ,-0.03556293
SRSF2 ,-2.449175903
SRSF3 ,-2.478753281
SRSF4 ,-0.369559257
SRSF5 ,-0.154542089
SRSF6 ,-0.448760136
SRSF7 ,-2.355052829
SRSF9 ,0.097560261
SRXN1 ,0.148682374
SS18 ,0.031220308
SS18L1 ,-0.133051602
SS18L2 ,-1.65283111
SSB ,-1.094615909
SSBP1 ,-0.916179107
SSBP2 ,-0.018944679
SSBP3 ,-1.339737928
SSBP4 ,-0.135956537
SSC4D ,-0.178982679
SSC5D ,-0.038599489
SSH1 ,-0.040148192
SSH2 ,0.026201569
SSH3 ,-0.003325293
SSMEM1 ,0.016978
SSNA1 ,0.091317658
SSPN ,-0.033916495
SSR1 ,0.120890168
SSR2 ,-0.269331666
SSR3 ,-0.016385183
SSR4 ,0.030706209
SSRP1 ,-1.302122469
SST ,-0.003180307
SSTR1 ,0.128454844
SSTR2 ,0.017415755
SSTR3 ,0.200558833
SSTR4 ,0.192248294
SSTR5 ,0.085527034
SSU72 ,-2.102232022
SSUH2 ,0.08178003
SSX1 ,-0.361039613
SSX2IP ,0.154115476
SSX3 ,-0.166426667
SSX5 ,-0.413015774
SSX7 ,0.109015472
ST13 ,-1.208561535
ST14 ,-0.00260322
ST18 ,-0.009400241
ST20 ,-0.26133703
ST3GAL1 ,-0.383912609
ST3GAL2 ,-0.055744492
ST3GAL3 ,-0.044232043
ST3GAL4 ,0.181835981
ST3GAL5 ,-0.097573983
ST3GAL6 ,0.00812447
ST6GAL1 ,0.064789783
ST6GAL2 ,-0.029136017
ST6GALNAC1 ,-0.14354277
ST6GALNAC2 ,-0.167889262
ST6GALNAC3 ,0.013101056
ST6GALNAC4 ,-0.191091308
ST6GALNAC5 ,0.179176316
ST6GALNAC6 ,0.032410608
ST7 ,-0.029758178
ST7L ,-0.104326142
ST8SIA1 ,0.093889547
ST8SIA2 ,0.082599343
ST8SIA3 ,0.063197076
ST8SIA4 ,0.064414926
ST8SIA5 ,0.005830441
ST8SIA6 ,-0.01928064
STAB1 ,-0.001934257
STAB2 ,-0.082970525
STAC ,-0.007078767
STAC2 ,-0.184353347
STAC3 ,0.004443695
STAG1 ,-0.056844383
STAG2 ,-0.801985646
STAG3 ,0.040301061
STAM ,-0.042606008
STAM2 ,-0.111981866
STAMBP ,-0.214387101
STAMBPL1 ,0.089633814
STAP1 ,0.094963653
STAP2 ,0.239963617
STAR ,0.112151025
STARD10 ,-0.016560774
STARD13 ,0.075268031
STARD3 ,-0.038693037
STARD3NL ,0.083003743
STARD4 ,-0.006797601
STARD5 ,0.05006927
STARD6 ,0.023976386
STARD7 ,-0.794673368
STARD8 ,-0.20271922
STARD9 ,-0.076872981
STAT1 ,0.165399064
STAT2 ,-0.326079414
STAT3 ,-0.063166454
STAT4 ,-0.017983172
STAT5A ,-0.20429001
STAT5B ,-0.541694872
STAT6 ,-0.157289921
STATH ,0.271748452
STAU1 ,0.113202726
STAU2 ,-0.008473011
STBD1 ,0.002860617
STC1 ,0.003630292
STC2 ,0.078651785
STEAP1B ,0.162597845
STEAP2 ,-0.229285576
STEAP3 ,-0.03558071
STEAP4 ,-0.045485215
STEEP1 ,-0.798189554
STH ,-0.100981038
STIL ,-0.823495681
STIM1 ,0.006258866
STIM2 ,-0.026112047
STIMATE ,0.144675861
STING1 ,-0.033360646
STIP1 ,-0.423578489
STK10 ,-0.004293277
STK11 ,-0.189373398
STK11IP ,-0.047322545
STK16 ,0.043884681
STK17A ,-0.096031771
STK17B ,-0.21393609
STK19 ,-0.321245356
STK24 ,0.009428655
STK25 ,0.170191106
STK26 ,0.013847495
STK3 ,-0.232663817
STK31 ,0.052783263
STK32A ,0.145832588
STK32B ,0.117312964
STK32C ,0.102529548
STK33 ,0.036857949
STK35 ,0.024344251
STK36 ,-0.043662057
STK38 ,-0.148816808
STK38L ,-0.136474878
STK39 ,-0.182258054
STK4 ,-0.078094279
STK40 ,-0.062956133
STKLD1 ,0.014245576
STMN1 ,0.014231418
STMN2 ,-0.013888193
STMN3 ,-0.06658633
STMN4 ,0.074750568
STMND1 ,0.158987285
STN1 ,-1.008820399
STOM ,0.101697483
STOML1 ,-0.074054802
STOML2 ,-0.14726104
STOML3 ,0.037183115
STON1 ,0.106089106
STON2 ,0.028734128
STOX1 ,-0.005896925
STOX2 ,0.174932926
STPG1 ,0.007437523
STPG2 ,0.036570801
STPG3 ,-0.037247016
STPG4 ,-0.061029469
STRA6 ,-0.026619031
STRA8 ,-0.313399846
STRADA ,-0.092548193
STRADB ,-0.166622293
STRAP ,-1.011014661
STRBP ,-0.024662731
STRC ,-0.313744958
STRIP1 ,-0.38421452
STRIP2 ,0.205552642
STRN ,0.168398705
STRN3 ,-0.152474825
STRN4 ,-0.076918022
STS ,0.037153155
STT3A ,0.064302945
STT3B ,-0.023119091
STUB1 ,-0.113332771
STUM ,-0.066461038
STX10 ,-0.049877177
STX11 ,0.001529043
STX12 ,0.010605274
STX16 ,-0.102449478
STX17 ,0.185893142
STX18 ,-0.619090072
STX19 ,0.002699313
STX1A ,-0.072225342
STX1B ,-0.029373664
STX2 ,0.081605301
STX3 ,-0.014330949
STX4 ,0.093234307
STX5 ,-1.685389823
STX6 ,-0.039719061
STX7 ,0.023560147
STX8 ,-0.068928814
STXBP1 ,-0.121532205
STXBP2 ,0.092053243
STXBP3 ,-0.245292241
STXBP4 ,0.060484728
STXBP5 ,-0.081176056
STXBP5L ,0.015365357
STXBP6 ,0.027940189
STYK1 ,0.199990628
STYX ,0.05551843
STYXL1 ,0.274118834
STYXL2 ,-0.010139554
SUB1 ,-0.12148528
SUCLA2 ,-0.516382429
SUCLG1 ,-0.065744969
SUCLG2 ,0.10082102
SUCNR1 ,-0.047801386
SUCO ,0.091659245
SUDS3 ,-0.197355238
SUFU ,0.054989941
SUGCT ,0.087260704
SUGP1 ,-0.393568458
SUGP2 ,-0.231170572
SUGT1 ,-1.549776494
SULF1 ,0.052052183
SULF2 ,-0.019812799
SULT1A1 ,0.119533738
SULT1A2 ,0.044349192
SULT1B1 ,0.071596236
SULT1C2 ,0.05155602
SULT1C3 ,-0.162416451
SULT1C4 ,-0.001001755
SULT1E1 ,-0.168908186
SULT2A1 ,-0.229913433
SULT2B1 ,-0.172755845
SULT4A1 ,0.082043359
SULT6B1 ,-0.192017662
SUMF1 ,-0.025858169
SUMF2 ,0.076301538
SUMO1 ,0.033081676
SUMO2 ,-0.870018818
SUMO3 ,0.045784364
SUN1 ,0.088747632
SUN2 ,0.240514863
SUN3 ,0.182049534
SUN5 ,-0.092647077
SUOX ,-0.169632218
SUPT16H ,-1.619257408
SUPT20H ,-0.411052535
SUPT3H ,-0.113627536
SUPT4H1 ,-0.418658245
SUPT5H ,-1.717711442
SUPT6H ,-1.822736405
SUPT7L ,-0.159865963
SUPV3L1 ,-1.779283318
SURF1 ,-0.07392928
SURF2 ,-0.024225348
SURF4 ,-0.202815178
SURF6 ,-0.548513922
SUSD1 ,0.044507684
SUSD2 ,-0.080687652
SUSD3 ,-0.035207385
SUSD4 ,-0.153773151
SUSD5 ,-0.164798783
SUSD6 ,0.014708572
SUV39H1 ,-0.110647267
SUV39H2 ,-0.159320942
SUZ12 ,-0.047871176
SV2A ,-0.247848071
SV2B ,0.250300606
SV2C ,-0.092702385
SVBP ,-0.349713075
SVEP1 ,-0.123584965
SVIL ,-0.020479081
SVIP ,0.191292139
SVOPL ,0.080532331
SWAP70 ,-0.220734586
SWSAP1 ,-0.095816695
SWT1 ,-0.140587089
SYAP1 ,0.060440193
SYBU ,0.021339281
SYCE1 ,0.161053243
SYCE1L ,-0.136639139
SYCE2 ,-0.016316871
SYCE3 ,0.122359769
SYCN ,-0.164830953
SYCP1 ,-0.279731297
SYCP2 ,-0.014617785
SYCP2L ,0.003398712
SYCP3 ,-0.161020177
SYDE1 ,-0.011723714
SYDE2 ,-0.153998549
SYF2 ,-0.71946059
SYK ,0.127724284
SYMPK ,-1.886704896
SYN1 ,0.165720468
SYN3 ,0.026332479
SYNC ,-0.082064195
SYNCRIP ,-0.419213575
SYNDIG1 ,0.074587793
SYNDIG1L ,0.013373314
SYNE1 ,0.06924188
SYNE2 ,0.061425448
SYNE3 ,0.113187228
SYNE4 ,-0.21544776
SYNGAP1 ,-0.12305552
SYNGR1 ,0.092567979
SYNGR2 ,-0.132833433
SYNGR3 ,-0.117474955
SYNGR4 ,-0.154216498
SYNJ1 ,-0.051109364
SYNJ2 ,0.113638962
SYNJ2BP ,0.033200502
SYNPO ,-0.020682099
SYNPO2 ,0.28670082
SYNPO2L ,-0.436005999
SYNPR ,0.048818708
SYNRG ,0.023959776
SYP ,0.006076565
SYPL1 ,-0.121119842
SYPL2 ,-0.194775459
SYS1 ,-1.32503365
SYT1 ,0.078528366
SYT10 ,0.105752264
SYT11 ,0.130513559
SYT12 ,-0.051337961
SYT13 ,0.125331934
SYT14 ,0.096112393
SYT15 ,-0.727315491
SYT16 ,0.166999127
SYT17 ,0.050509644
SYT2 ,-0.147335995
SYT3 ,-0.120409056
SYT4 ,-0.053681357
SYT5 ,-0.10738718
SYT6 ,-0.072163441
SYT7 ,0.049172129
SYT8 ,-0.119328074
SYT9 ,0.008325684
SYTL1 ,-0.029260156
SYTL2 ,0.077043427
SYTL3 ,0.037953454
SYTL4 ,0.122153937
SYTL5 ,0.035389718
SYVN1 ,0.017056495
SZRD1 ,-0.061988679
SZT2 ,-0.272444334
TAAR1 ,0.070089789
TAAR2 ,-0.069433276
TAAR5 ,0.157274785
TAAR6 ,0.019960698
TAAR8 ,-0.057587827
TAB1 ,0.061947323
TAB2 ,-0.017987194
TAB3 ,0.138935125
TAC1 ,0.059969593
TAC3 ,-0.025548538
TAC4 ,-0.080305706
TACC1 ,0.217520455
TACC2 ,0.009546145
TACC3 ,-0.263768472
TACO1 ,-0.198047638
TACR1 ,0.064444679
TACR2 ,-0.122093739
TACR3 ,-0.082876939
TACSTD2 ,-0.088721014
TADA1 ,-0.298359749
TADA2A ,-0.478658941
TADA2B ,-0.21148568
TADA3 ,-0.374628038
TAF1 ,-0.377089197
TAF10 ,-0.717649206
TAF11 ,-0.129247302
TAF12 ,-0.904477194
TAF13 ,-0.226132611
TAF15 ,-0.0195151
TAF1A ,-0.691377046
TAF1B ,-0.664937922
TAF1C ,-1.041414673
TAF1D ,-0.136568455
TAF1L ,0.027385247
TAF2 ,-0.570738167
TAF3 ,-0.276324599
TAF4 ,-0.216242765
TAF4B ,-0.089258431
TAF5 ,-0.484514333
TAF5L ,-0.753186972
TAF6 ,-1.655571392
TAF6L ,-0.506180971
TAF7 ,-0.593686336
TAF7L ,-0.064211924
TAF8 ,-0.678417568
TAF9 ,-0.072088468
TAF9B ,-0.116008676
TAFA1 ,0.193735878
TAFA2 ,0.198284292
TAFA3 ,-0.037721654
TAFA4 ,0.04780024
TAFA5 ,0.052485419
TAFAZZIN ,-0.660187984
TAGAP ,-0.008707423
TAGLN ,0.073756337
TAGLN2 ,-0.216678913
TAGLN3 ,0.066675394
TAL1 ,0.053162439
TAL2 ,0.067990035
TALDO1 ,-0.216491491
TAMALIN ,-0.114453934
TAMM41 ,-0.597491042
TANC1 ,0.129222974
TANC2 ,0.034073324
TANGO2 ,-0.097823189
TANGO6 ,-1.039508227
TANK ,-0.095782482
TAOK1 ,-0.304700399
TAOK2 ,-0.000710295
TAOK3 ,-0.301807949
TAP1 ,-0.247180424
TAP2 ,0.126695475
TAPBP ,-0.12426493
TAPBPL ,0.159330851
TAPT1 ,0.008619549
TARBP1 ,-0.099010486
TARBP2 ,-0.308566149
TARDBP ,-0.810764507
TARM1 ,0.076825515
TARS1 ,-2.051068703
TARS2 ,-0.843349046
TARS3 ,0.087532488
TAS1R1 ,0.025182204
TAS1R2 ,-0.17612249
TAS1R3 ,0.017959932
TAS2R1 ,0.125953515
TAS2R10 ,-0.33400707
TAS2R13 ,0.090008928
TAS2R14 ,0.052362194
TAS2R16 ,0.193407542
TAS2R19 ,0.024572479
TAS2R20 ,0.070062455
TAS2R3 ,0.046456378
TAS2R30 ,0.156604346
TAS2R31 ,0.108602453
TAS2R38 ,-0.066898971
TAS2R39 ,-0.065462222
TAS2R4 ,0.018072726
TAS2R40 ,0.113617252
TAS2R41 ,0.100672438
TAS2R42 ,0.035068058
TAS2R43 ,-0.121201044
TAS2R46 ,-0.097107994
TAS2R5 ,-0.232406018
TAS2R50 ,0.038632529
TAS2R60 ,0.157225291
TAS2R7 ,0.051855443
TAS2R8 ,-0.01751134
TAS2R9 ,0.014508421
TASL ,0.131171016
TASOR ,0.201045671
TASOR2 ,0.038636876
TASP1 ,-0.212250804
TAT ,-0.2005212
TATDN1 ,0.001156904
TATDN2 ,-0.241057721
TATDN3 ,-0.073554274
TAX1BP1 ,0.003689653
TAX1BP3 ,0.017316083
TBATA ,-0.147006292
TBC1D1 ,0.061776493
TBC1D10A ,0.096409092
TBC1D10B ,-0.036530682
TBC1D10C ,-0.328637335
TBC1D12 ,0.021083548
TBC1D13 ,0.084773129
TBC1D14 ,-0.006578839
TBC1D15 ,-0.038635375
TBC1D16 ,-0.356207874
TBC1D17 ,-0.151256148
TBC1D19 ,-0.032224613
TBC1D2 ,0.077898507
TBC1D20 ,-0.02204979
TBC1D21 ,0.171361018
TBC1D22A ,0.119679056
TBC1D22B ,0.000936524
TBC1D23 ,0.03857053
TBC1D24 ,0.167596963
TBC1D25 ,0.084725028
TBC1D26 ,0.000347694
TBC1D28 ,-0.17052929
TBC1D2B ,0.055749793
TBC1D30 ,-0.147468518
TBC1D31 ,-0.086691364
TBC1D32 ,-0.145358672
TBC1D4 ,0.144950024
TBC1D5 ,-0.073764255
TBC1D7 ,-0.026838971
TBC1D8 ,-0.160692003
TBC1D8B ,0.04982303
TBC1D9 ,0.036935454
TBC1D9B ,-0.145559691
TBCA ,-0.565153557
TBCB ,-0.682311761
TBCC ,-0.69542844
TBCCD1 ,-0.047175563
TBCD ,-1.563538286
TBCE ,-0.314563532
TBCEL ,-0.033979499
TBCK ,0.033365597
TBK1 ,-0.043220852
TBKBP1 ,-0.276487917
TBL1X ,0.011372594
TBL1XR1 ,-0.286673744
TBL2 ,-0.118785918
TBL3 ,-0.565439933
TBP ,-0.903265739
TBPL1 ,0.212256677
TBPL2 ,-0.052150022
TBR1 ,0.173363004
TBRG1 ,0.029251551
TBRG4 ,-0.512268661
TBX1 ,-0.587825856
TBX10 ,-0.244685295
TBX15 ,-0.016050625
TBX18 ,-0.119289668
TBX19 ,-0.031580311
TBX2 ,0.046626956
TBX20 ,0.13822475
TBX21 ,-0.000407136
TBX22 ,0.017378019
TBX3 ,-0.025042832
TBX4 ,0.072208216
TBX5 ,0.092407325
TBX6 ,0.077527495
TBXA2R ,0.113953729
TBXAS1 ,-0.36518191
TBXT ,-0.167423856
TC2N ,0.019064105
TCAF1 ,-0.186176056
TCAF2 ,-0.119814492
TCAIM ,0.102625483
TCAP ,-0.143146265
TCEA1 ,-0.097328464
TCEA2 ,-0.043378303
TCEA3 ,-0.000222983
TCEAL1 ,0.014374673
TCEAL2 ,0.177618237
TCEAL4 ,-0.015932552
TCEAL5 ,-0.036775489
TCEAL6 ,0.164453031
TCEAL7 ,0.355952756
TCEAL8 ,0.108109263
TCEAL9 ,-0.170933883
TCEANC ,0.063176872
TCEANC2 ,-0.182325059
TCERG1 ,-0.35231426
TCERG1L ,-0.000865266
TCF12 ,-0.220878928
TCF15 ,0.119286876
TCF19 ,0.064851377
TCF20 ,-0.040053121
TCF21 ,-0.005034876
TCF23 ,-0.06369371
TCF24 ,0.010243334
TCF25 ,-0.125514482
TCF3 ,-0.213372326
TCF4 ,0.065071077
TCF7 ,-0.104771026
TCF7L1 ,-0.210908041
TCF7L2 ,0.018797784
TCFL5 ,0.195408757
TCHH ,-0.137303001
TCHHL1 ,-0.039372428
TCHP ,-0.341317533
TCIM ,0.070523447
TCIRG1 ,-0.199460532
TCL1A ,0.054479618
TCL1B ,0.071041798
TCN1 ,-0.051426093
TCN2 ,-0.075460926
TCOF1 ,-0.764599519
TCP1 ,-1.087415225
TCP10L ,0.056190211
TCP10L2 ,-0.130976756
TCP11 ,-0.203803927
TCP11L1 ,-0.101651581
TCP11L2 ,-0.159286178
TCP11X2 ,-0.225459989
TCTA ,-0.035683689
TCTE1 ,-0.08360783
TCTN1 ,-0.090214857
TCTN2 ,-0.062805452
TCTN3 ,0.020762037
TDG ,-0.293205772
TDGF1 ,-1.079672431
TDO2 ,-0.213570716
TDP1 ,0.018266283
TDP2 ,0.162729252
TDRD1 ,-0.02099389
TDRD10 ,-0.171905369
TDRD12 ,0.009026078
TDRD3 ,0.028952189
TDRD5 ,-0.076553039
TDRD6 ,-0.164487373
TDRD7 ,0.090454216
TDRD9 ,0.129513541
TDRKH ,-0.149345954
TDRP ,0.223716028
TEAD1 ,0.054945912
TEAD2 ,0.061511081
TEAD3 ,-0.341072166
TEAD4 ,-0.090999875
TEC ,-0.16260827
TECPR1 ,0.03104912
TECPR2 ,-0.053977488
TECR ,-0.235288943
TECRL ,-0.031364515
TECTA ,0.051655436
TECTB ,-0.024012385
TEDC1 ,-0.132430731
TEDC2 ,-0.104042061
TEDDM1 ,-0.058710687
TEF ,0.031806157
TEFM ,-0.203540883
TEK ,0.038384868
TEKT1 ,-0.067790876
TEKT2 ,-0.210306609
TEKT3 ,0.07217422
TEKT4 ,-0.053480235
TEKT5 ,-0.088879972
TELO2 ,-0.684228211
TEN1 ,-0.823419156
TENM1 ,0.057594671
TENM3 ,0.03368694
TENM4 ,0.058099375
TENT2 ,0.084349336
TENT4A ,0.031296082
TENT4B ,-0.371705496
TENT5A ,0.118255548
TENT5B ,-0.121718041
TENT5C ,0.036283333
TENT5D ,0.198367615
TEP1 ,-0.057655446
TEPP ,-0.064394477
TEPSIN ,-0.222967298
TERB2 ,-0.283661157
TERF1 ,-0.764006186
TERF2IP ,0.108422669
TERT ,-0.147472782
TES ,0.179439607
TESC ,0.068335556
TESK1 ,-0.066877826
TESK2 ,-0.064224803
TESMIN ,0.096447731
TESPA1 ,-0.01190127
TET1 ,-0.19360652
TET2 ,0.041880052
TET3 ,-0.105145639
TEX10 ,-0.666333314
TEX101 ,-0.166532897
TEX11 ,-0.025016239
TEX12 ,0.054325207
TEX13B ,0.000383203
TEX14 ,-0.048020408
TEX15 ,-0.027918396
TEX19 ,0.003707255
TEX2 ,-0.018451494
TEX22 ,-0.074668005
TEX26 ,-0.046889906
TEX261 ,0.044163149
TEX264 ,0.103894131
TEX28 ,0.054629043
TEX29 ,0.090364054
TEX30 ,-0.045526061
TEX33 ,0.167997591
TEX35 ,0.137188851
TEX36 ,-0.022929314
TEX37 ,-0.095854227
TEX38 ,-0.014245703
TEX43 ,-0.234442604
TEX44 ,-0.092334805
TEX45 ,0.04547859
TEX46 ,0.000287846
TEX47 ,0.060006457
TEX55 ,6.67E-05
TEX9 ,-0.094486739
TF ,-0.019746264
TFAM ,-0.099410118
TFAP2A ,0.042051267
TFAP2B ,-0.139175999
TFAP2C ,-0.362368341
TFAP2D ,0.046956801
TFAP2E ,0.044376658
TFAP4 ,-0.622921462
TFB1M ,-0.637220436
TFB2M ,-0.671948824
TFCP2 ,0.028772198
TFCP2L1 ,0.086463377
TFDP1 ,-0.309537993
TFDP2 ,0.016911801
TFDP3 ,0.116005125
TFE3 ,0.123006859
TFEB ,-0.213893138
TFEC ,0.177098176
TFF1 ,-0.06462556
TFF2 ,0.003105633
TFF3 ,0.215270647
TFG ,-0.141920824
TFIP11 ,-0.650149455
TFPI ,-0.142217579
TFPI2 ,0.040016158
TFPT ,-0.207615158
TFR2 ,-0.020252258
TFRC ,-0.903594319
TG ,0.063700071
TGDS ,0.084527369
TGFA ,-0.051457337
TGFB1 ,-0.058746396
TGFB1I1 ,0.076648378
TGFB2 ,0.190606414
TGFB3 ,-0.033198041
TGFBI ,0.102166323
TGFBR1 ,0.024563504
TGFBR2 ,0.034921785
TGFBR3 ,0.158642174
TGFBR3L ,-0.021066971
TGFBRAP1 ,-0.19232882
TGIF1 ,-0.174664332
TGIF2 ,-0.106457268
TGM1 ,-0.042637633
TGM2 ,0.124416236
TGM3 ,0.095072092
TGM4 ,-0.160243085
TGM5 ,-0.05313258
TGM6 ,0.02648262
TGM7 ,-0.047859894
TGOLN2 ,0.029388708
TGS1 ,-0.575519397
TH ,-0.178099176
THADA ,0.107744785
THAP1 ,-1.496088095
THAP10 ,0.134537519
THAP11 ,-0.426291207
THAP12 ,-0.306343856
THAP2 ,0.073765624
THAP3 ,-0.031554646
THAP4 ,0.197051582
THAP5 ,-0.874259463
THAP6 ,0.092630168
THAP7 ,-0.286871922
THAP8 ,0.008606662
THAP9 ,0.042786918
THBD ,-0.003802029
THBS1 ,0.111773577
THBS2 ,-0.068826743
THBS3 ,-0.269383077
THBS4 ,0.087536728
THEG ,-0.125028184
THEGL ,0.087746722
THEM4 ,-0.170282685
THEM5 ,-0.332239023
THEM6 ,0.01077201
THEMIS ,0.06060293
THEMIS2 ,-0.223271248
THG1L ,-1.30913645
THNSL1 ,-0.112055895
THNSL2 ,-0.164436483
THOC1 ,-0.827747493
THOC2 ,-1.483067631
THOC3 ,-0.998094041
THOC5 ,-0.87219697
THOC6 ,-0.134420023
THOC7 ,-1.328711107
THOP1 ,-0.054190604
THPO ,0.112068541
THRA ,-0.036546203
THRAP3 ,-0.325653638
THRB ,-0.000562137
THRSP ,-0.075341104
THSD1 ,0.195090863
THSD4 ,-0.0068673
THSD7A ,0.139576011
THTPA ,-0.057749918
THUMPD1 ,-0.189744432
THUMPD2 ,0.073260484
THUMPD3 ,0.066097478
THY1 ,-0.085564427
THYN1 ,0.095332868
TIA1 ,-0.141528542
TIAF1 ,-0.170547494
TIAL1 ,-0.053377234
TIAM1 ,-0.208457761
TIAM2 ,-0.079960019
TICAM1 ,-0.108689379
TICAM2 ,0.021670559
TICRR ,-1.640358152
TIE1 ,-0.041523827
TIFA ,0.076272274
TIFAB ,-0.094964577
TIGAR ,0.049726536
TIGD1 ,-1.252155334
TIGD2 ,0.100119779
TIGD3 ,-0.041097176
TIGD4 ,0.000538248
TIGD5 ,0.090276714
TIGD6 ,0.062670802
TIGD7 ,0.004524429
TIGIT ,0.072510644
TIMD4 ,0.084281497
TIMELESS ,-1.938313894
TIMM10 ,-1.227258629
TIMM10B ,0.102361206
TIMM13 ,-1.026832801
TIMM17A ,-0.346269417
TIMM17B ,0.003030863
TIMM21 ,0.032717552
TIMM22 ,-0.123141444
TIMM23 ,-1.260775805
TIMM29 ,-0.132665693
TIMM44 ,-0.943360915
TIMM50 ,-0.17276381
TIMM8A ,-1.151979648
TIMM8B ,-0.136955115
TIMM9 ,-0.427141504
TIMMDC1 ,-0.496902059
TIMP1 ,0.177526304
TIMP2 ,0.018621071
TIMP3 ,-0.007131821
TIMP4 ,0.164154488
TINAG ,-0.236372746
TINAGL1 ,-0.089440704
TINF2 ,-1.744402332
TIPARP ,-0.013010766
TIPIN ,-1.08862087
TIPRL ,-0.447594301
TIRAP ,0.085851741
TJAP1 ,-0.186770934
TJP1 ,0.008060851
TJP2 ,0.058309504
TJP3 ,-0.02915839
TK1 ,-0.094484577
TK2 ,0.010083219
TKFC ,-0.203449763
TKT ,-0.246067804
TKTL1 ,-0.143603339
TKTL2 ,0.112314829
TLCD1 ,0.109244909
TLCD2 ,-0.022564029
TLCD3A ,0.027255103
TLCD3B ,0.0732147
TLCD4 ,-0.010548819
TLCD5 ,0.001518347
TLDC2 ,0.00934165
TLE1 ,0.039963641
TLE2 ,-0.040484224
TLE3 ,0.146200154
TLE4 ,0.158451688
TLE5 ,-0.094507528
TLE6 ,-0.093921503
TLK1 ,-0.097221036
TLK2 ,-0.616889223
TLL1 ,0.121498054
